class,comments
0,god definitely top albums of all time for me i fucking love this albumnnfor me the beauty of this album is how weird the songs are and how traditional the song structures were i like this more then his more experimental later albums
0,dont be so bitter im sure it was purely a coincidence that god created booze immediately prior to creating detroiters and the duck billed platypus
0,xa0 now youre just teasing me
0,dont laugh your not far off on your thoughts of obama
0,any arrests in the terror attack at the travel agency nnruby where were you on the night in question
1,you shut your filthy mouth talking about las premier team like that br
0,div classforumitem forumreplydiv classforumitemdescriptionyou guys probably shouldnt be informing this child about how awesome you think beer is nbsp;he can discover it on his own when he is legally able to do so nbsp;divdiv
0,tman your argument about the team the defense in particular winning the games was a better path to follow
1,youre an idiot we should be sued for all the shit weve done in the mideast if were not bombing droning starting wars were fucking funding them
1,you sir are an idiot
0,i would be more than happy to have 10mp option which would at least allow x oversampling and also bigger mp but not as big kinda win win for everyone if i were to decide as nokia ;  
0,soriano is going to have to ice those knees after today he did some jogging today
0,leecherius   collapse   n   the higher you rise the more isolated you becomeone liner bs
0,no you are not the voice of alot of people
0,anyone who has followed this issue from the beginning prior to 00 knows that anyone stupid enough to believe birtherism is a racist bigot who isnt to be taken seriously
1,your still a commie basturd and i hope you get stuffed in a commie oven
0,id include wars as shit on my face
1,thereisnoreason to pat lc on the back shes as dumb as you are
0,lol apple is shit anyway
1,really what planet are you on
0,who said anything about njs popularity
0,fuck em all
0,great idea xcxa0 who the hell empowered free speech or believe it serves any real purposexcxa0 nconsider the fact our president and governors their cabinet czars our members of congress and state legislatures have exempted themselves from accountability for what they do and set their own rules nwe vote for such royalty so obviously we love what we have nstop complaining for what you voted for xcxa0 nget on our knees kiss ass and praise the lords we elect 
