id,class,comments
4228,0,as we know you are clearly some kind of i ambecile with a very black and white view of the world
4229,0,way to be relevant there  i am a moron because i like to speak proper english  kids these days  too much lol and not enough laughing out loud  too lazy to use correct grammar  nnanyway youre wrong  if it wasnt for people like us you would be getting much more half assed made game year in year out  nnall these gi ammicks you hear of right now is probably because they heard us complain  if we were like you and were quiet as kept you wouldnt get anything in return
4230,0,eldlazarmatt an uncle raping a niece in texas couldnt happennnoh it happens but in texas they call it a family reunion
4231,0,i like your content thanks for nice posting
4232,0,there arent many people more worried that obama might lose in november than beck when youre making millions selling fear to low iq rubes barack obama in the white house is very good for business
4233,0,didnt like itnbut i didnt mind it
4234,0,or you could have just used your phone as your portal music player which eli aminates the need for you to have the music player at all
4235,0,who needs sex when we getting screwed by the government and the bankers
4236,0,cars kill innocent people make them illegalnknives stab people make them illegalnhands choke people cut them all offnwater drowns people make water illegal npeople fall from balconies make laws that building cannot be more than 1 storynpeople die of prescription drugs prescribed by doctors make doctors illegalnni figured since you were so concerned in making us safe you wouldnt just want to stop at a little plant now would you dont be a hypocrite come on protect us from ourselves by force
4237,0,my moms loved her some dallas back in the day had me watching itnni might have to check it out
4238,0,the fact that against spurs balotelli should have got a red card for stamping and lescott for a forearm smash doesnt alter the fact that against liverpool city were robbed they didnt get a penalty they should have got and had a penalty given against them that was never a penalty id have been pig sick if that had happened to arsenal 
4239,1,you want a smack on the back of your head punk
4240,0,that is totally correct hitler could never have done what he did without the approvel of most of most germans
4241,0,damnnnnnn that shit was epic what the fuck  wow keep shreading bro soon youll be chilling with the big boys bmx life nigga 
4242,0,lebron no matter who says what you are an incredible player and teammate  you have played your heart out and we can all see that  i know that you really dont care what he said but just letting you know you and the rest of the team make me proud
4243,0,slipresistantshoes  doobydoobydoo  adam1 also this douchebag has been clai aming that all these boys are coconspiring tho get cash the whole ti ame how can you even freaking say that to victi ams of sexual abuse makes me want to punch hi am
